From	To
X2JA38	FBgn0261671
P91927	FBgn0284252
A1Z847	FBgn0033484
Q0E9D9	FBgn0033484
Q59DQ4	FBgn0025936
Q8IMC2	FBgn0025936
Q9V4E5	FBgn0025936
Q7KA66	FBgn0024294
Q8IQW4	FBgn0031038
Q8MLV8	FBgn0050287
Q9VFC1	FBgn0038299
Q8MRL2	FBgn0025378
A1ZBX8	FBgn0034540
Q9VH09	FBgn0037801
P81641	FBgn0000078
Q8MTU5	FBgn0036294
Q8MR17	FBgn0030013
Q9W3I8	FBgn0030013
Q9W0A9	FBgn0035254
Q95R99	FBgn0020309
Q9VFI7	FBgn0038239
Q0E901	FBgn0050389
Q961P6	FBgn0050389
Q8SYT8	FBgn0029836
Q9W442	FBgn0029836
Q9VTG0	FBgn0260795
Q9VRQ7	FBgn0035644
Q9NG98	FBgn0040268
O76866	FBgn0024993
Q8SXD6	FBgn0035714
Q9VEB2	FBgn0038586
Q9VYB7	FBgn0086674
Q9VBL1	FBgn0039381
O96680	FBgn0015381
Q9VML1	FBgn0015381
Q9VTW5	FBgn0052105
A1YK24	FBgn0039120
A1YK25	FBgn0039120
A1YK27	FBgn0039120
A1YK33	FBgn0039120
A1YK35	FBgn0039120
A1YK36	FBgn0039120
A1YK38	FBgn0039120
Q867H5	FBgn0039120
Q867M2	FBgn0039120
Q867M7	FBgn0039120
Q867W7	FBgn0039120
Q868A8	FBgn0039120
Q86G43	FBgn0039120
Q9VUM0	FBgn0036486
P54356	FBgn0003865
Q9VH71	FBgn0037750
Q0KI93	FBgn0037750
Q8MS58	FBgn0038873
Q9VDC5	FBgn0038873
Q9VNU0	FBgn0037165
Q9W513	FBgn0040899
Q9VW22	FBgn0260655
B7Z002	FBgn0266557
Q9VPL6	FBgn0266557
Q9VPL9	FBgn0266557
Q7K0D3	FBgn0033507
Q494K2	FBgn0033890
Q24208	FBgn0263740
Q8IH00	FBgn0261286
Q4QQ70	FBgn0030694
Q9VDJ7	FBgn0038820
A1ZBW0	FBgn0267791
A1ZBW3	FBgn0267791
A1ZBW4	FBgn0267791
Q9W4V8	FBgn0250874
Q4L2X0	FBgn0039709
Q9VAF5	FBgn0039709
Q9BLX1	FBgn0030964
Q9VML2	FBgn0043362
Q7PLK0	FBgn0250816
A0A0B4K6G5	FBgn0263390
P21750	FBgn0003313
Q9VUZ3	FBgn0036575
Q8SY79	FBgn0032249
Q23971	FBgn0010401
Q8SX81	FBgn0052350
Q9VR62	FBgn0031194
Q9W060	FBgn0265988
P25723	FBgn0003719
Q86NW1	FBgn0260964
Q8IH57	FBgn0260964
Q9VK15	FBgn0032491
Q9W134	FBgn0035040
Q8T038	FBgn0035142
Q95TG3	FBgn0035142
P05527	FBgn0001269
Q8IR40	FBgn0030625
Q8T048	FBgn0030625
Q9VXW9	FBgn0030625
Q9VKQ7	FBgn0032295
Q8MRW5	FBgn0039225
Q8STC0	FBgn0039937
Q8STD5	FBgn0039937
Q9V481	FBgn0039937
Q8IRX1	FBgn0052806
Q94546	FBgn0019637
Q7JXA2	FBgn0267824
Q8IP52	FBgn0263038
A1Z8G0	FBgn0050021
P20241	FBgn0264975
Q9VN14	FBgn0037240
P58959	FBgn0264556
P07191	FBgn0002569
Q7K3T4	FBgn0034057
Q8IQN2	FBgn0036566
Q9VUY1	FBgn0036566
Q8IRC2	FBgn0035497
Q95U18	FBgn0035497
Q8MRZ3	FBgn0033450
Q7K1C3	FBgn0034191
B7Z0I7	FBgn0259199
Q2MGL3	FBgn0066304
P12024	FBgn0267435
Q9W145	FBgn0035028
Q9VRJ7	FBgn0035591
Q9VPD5	FBgn0037008
E1JIT5	FBgn0038979
Q9W196	FBgn0034989
Q8IQM1	FBgn0052847
Q8MYZ4	FBgn0034553
Q9VSY0	FBgn0035985
Q9W1X6	FBgn0034796
Q7JYQ4	FBgn0034527
Q7JRF9	FBgn0033271
Q8SXV2	FBgn0051675
Q9VQ11	FBgn0051928
Q9VQU3	FBgn0031566
Q9VTQ2	FBgn0036218
A1Z9B0	FBgn0033818
Q9VNI7	FBgn0261561
M9PBR6	FBgn0053523
Q8T9B3	FBgn0031762
Q7K4H4	FBgn0266570
Q95SN2	FBgn0031897
Q9VIH3	FBgn0266369
Q9VRA9	FBgn0259162
Q9VXE8	FBgn0267384
P91679	FBgn0265575
O16114	FBgn0015903
O17430	FBgn0015903
O44203	FBgn0015903
Q8SXD0	FBgn0032704
Q95RV7	FBgn0038129
Q9VFX6	FBgn0038129
Q9VTR8	FBgn0264488
Q9VG78	FBgn0082831
Q9VVJ6	FBgn0052179
Q9VSF9	FBgn0035858
Q9VB13	FBgn0266579
Q9VB15	FBgn0266579
Q95RJ7	FBgn0035644
Q9VV10	FBgn0036588
Q9VTA8	FBgn0036094
Q9VFU2	FBgn0038159
Q9W2X5	FBgn0030186
Q8I0D4	FBgn0038181
Q8MQM4	FBgn0038181
Q95RZ1	FBgn0038181
Q9VFR2	FBgn0038181
Q9VV23	FBgn0036599
Q9VKQ2	FBgn0032299
O01404	FBgn0283509
Q9TVX6	FBgn0029152
Q59E36	FBgn0261573
Q9W560	FBgn0029590
P11612	FBgn0003140
Q7KTV4	FBgn0264711
Q9VSI2	FBgn0035879
P40795	FBgn0000719
A1Z904	FBgn0033739
Q0E9B2	FBgn0033739
Q95SU4	FBgn0033739
Q9GT70	FBgn0033739
Q7JXB9	FBgn0033690
A0A0B4KH64	FBgn0045862
Q9VL60	FBgn0032168
Q9VZS6	FBgn0035421
Q9W2L7	FBgn0085425
Q9W2L9	FBgn0085425
Q7JRM5	FBgn0033178
A0A0B4KF86	FBgn0034110
Q9VHR6	FBgn0261108
Q9VRM3	FBgn0010894
Q9VNZ0	FBgn0037124
Q968S4	FBgn0031850
Q9U3W8	FBgn0031850
Q9VJU8	FBgn0028542
O97118	FBgn0026372
Q95RF1	FBgn0052767
Q9VHM6	FBgn0037618
O46087	FBgn0023514
Q9VYT7	FBgn0030340
Q9VTT4	FBgn0036249
Q9VQD4	FBgn0026778
Q9VAZ1	FBgn0267366
E1JJS1	FBgn0031117
Q9VFK5	FBgn0038223
A0A0B4KHA8	FBgn0038532
Q9W2K4	FBgn0034598
A1ZAV3	FBgn0034240
Q95TR3	FBgn0034598
Q9GU55	FBgn0034240
Q9VNG2	FBgn0046222
P42280	FBgn0011556
Q8MQZ5	FBgn0036394
Q9VUB1	FBgn0036394
Q8MRV5	FBgn0051158
Q7K119	FBgn0023214
Q9W0P9	FBgn0035144
Q9VPJ6	FBgn0031219
M9PF73	FBgn0264488
Q9V9V9	FBgn0039859
Q9VRX6	FBgn0024177
Q9VXH4	FBgn0030743
Q8IH42	FBgn0267383
Q9V452	FBgn0043001
Q9N658	FBgn0002573
Q9VZ12	FBgn0030283
A8JPC8	FBgn0085376
Q9VV14	FBgn0036591
Q9VNX3	FBgn0037139
Q9VRL7	FBgn0035607
M9ND65	FBgn0032338
Q9VKK3	FBgn0032338
M9PHQ2	FBgn0041210
Q59E49	FBgn0041210
Q8IR69	FBgn0041210
Q9VYF3	FBgn0041210
Q9VQM2	FBgn0031505
M9PGT2	FBgn0263997
Q9W2W1	FBgn0263997
H9ZYQ1	FBgn0038466
Q8IPH9	FBgn0264087
Q9VLZ5	FBgn0264087
A0A0B4K753	FBgn0262823
Q9VS24	FBgn0023001
Q9W245	FBgn0034735
Q7K566	FBgn0036199
Q9VU89	FBgn0036377
Q9NBW3	FBgn0033659
Q8T9L3	FBgn0036990
Q9VPF6	FBgn0036990
Q9VX83	FBgn0030817
Q7K3M9	FBgn0034032
Q8SX54	FBgn0038250
Q59DP8	FBgn0259214
Q59DQ0	FBgn0259214
Q9V4C7	FBgn0259214
Q9VGX9	FBgn0037828
Q8IMV6	FBgn0039229
Q9VU46	FBgn0036342
Q9VHD3	FBgn0037696
M9NFH8	FBgn0036663
Q9VZ77	FBgn0035581
B7YZF2	FBgn0003382
Q8MME7	FBgn0050275
P48994	FBgn0005614
A0A0B4KHJ4	FBgn0013812
Q9VDG0	FBgn0013812
A1ZBF1	FBgn0034403
Q9VLP1	FBgn0032022
Q9VGD1	FBgn0037992
Q9VI67	FBgn0037475
P37276	FBgn0261797
Q6AWH4	FBgn0036004
Q8SXP6	FBgn0036004
Q9V4A7	FBgn0025740
Q9I7S4	FBgn0265597
X2JDH0	FBgn0265597
Q95UN8	FBgn0030018
Q8MT47	FBgn0260439
Q9XYQ9	FBgn0265464
Q9VWP8	FBgn0259927
Q4QPP5	FBgn0037375
D6W4T8	FBgn0029903
Q7K4R2	FBgn0039733
Q9VF09	FBgn0038386
Q9VKM6	FBgn0032321
Q9W3Q2	FBgn0029957
P02839	FBgn0002531
Q8IR31	FBgn0030657
Q9VXT3	FBgn0030657
Q8T051	FBgn0051365
Q9U3Y7	FBgn0023097
Q9W0J2	FBgn0264272
Q868A1	FBgn0032429
Q86C01	FBgn0032429
Q86C02	FBgn0032429
Q8MYZ7	FBgn0032429
Q9VK90	FBgn0032429
Q24467	FBgn0013323
Q9VPR8	FBgn0013323
Q7YU00	FBgn0038853
Q86P77	FBgn0038853
Q8SXU1	FBgn0036994
Q9VPF1	FBgn0036994
Q4V6L1	FBgn0250846
Q9VD92	FBgn0038893
Q95RQ4	FBgn0265192
Q9W2A1	FBgn0265192
B7Z078	FBgn0036897
Q4V5A5	FBgn0034062
Q8T484	FBgn0034062
Q9VX20	FBgn0026058
Q7K3Y9	FBgn0033710
O76896	FBgn0024983
Q9VH37	FBgn0037779
Q9VGE7	FBgn0260746
Q9VP35	FBgn0283479
Q8T3Y1	FBgn0030120
Q9VXR6	FBgn0030671
Q9VPG9	FBgn0036979
Q9VIY1	FBgn0032769
Q9W545	FBgn0052801
M9PG98	FBgn0023511
Q9VAV8	FBgn0039584
Q24119	FBgn0262139
Q9VVB6	FBgn0261565
Q9VWR0	FBgn0030952
Q9VYS2	FBgn0250871
Q8IP74	FBgn0264894
Q8IP76	FBgn0264894
O16868	FBgn0001084
Q8IGR9	FBgn0066101
Q9VBN0	FBgn0066101
Q9VBN1	FBgn0066101
Q9V574	FBgn0016970
Q9W4V3	FBgn0029639
Q9W029	FBgn0041709
Q9NJH7	FBgn0026259
Q8IR39	FBgn0004924
Q9VSR5	FBgn0011787
P82705	FBgn0040653
Q9VKT1	FBgn0051872
Q9U4U2	FBgn0015221
Q9U7A3	FBgn0015221
Q9VL89	FBgn0283478
Q9VE52	FBgn0027841
A0A0B4KG96	FBgn0015949
Q86NL1	FBgn0027841
Q9VMZ6	FBgn0037225
Q9W0Y1	FBgn0035083
Q9VWJ8	FBgn0031004
A0AVV3	FBgn0085369
Q9VPH1	FBgn0036978
Q9VKF5	FBgn0032374
Q9VVW2	FBgn0036842
Q8I0P8	FBgn0052405
Q7JR82	FBgn0034095
Q01819	FBgn0005775
P91939	FBgn0020641
Q9VVZ4	FBgn0036870
Q9W0P0	FBgn0035152
Q9VSM9	FBgn0035918
Q7JWF1	FBgn0286783
Q9VTU2	FBgn0011455
Q9VU96	FBgn0036382
Q9W076	FBgn0035282
Q9VZ55	FBgn0030246
Q86B53	FBgn0053172
Q9VM44	FBgn0031887
Q8MR37	FBgn0040765
Q9VCH9	FBgn0039116
Q14WC8	FBgn0051909
Q14WD0	FBgn0051909
Q14WD1	FBgn0051909
Q14WE2	FBgn0051909
Q8IPI2	FBgn0051909
Q9VCI0	FBgn0039115
Q8IR50	FBgn0052598
Q9VY34	FBgn0030566
Q7JXE4	FBgn0033209
Q8T4H9	FBgn0039810
Q9VA25	FBgn0039810
Q9VHN0	FBgn0037614
Q8T3P6	FBgn0038125
Q94521	FBgn0019643
Q9VNK6	FBgn0037396
Q9VLH1	FBgn0032074
Q9VE51	FBgn0261065
Q9VNP7	FBgn0037203
A1Z6H0	FBgn0033032
Q9VD48	FBgn0040582
Q9VHF5	FBgn0037680
P05623	FBgn0003034
Q9VE40	FBgn0038645
Q59DZ3	FBgn0259984
Q94902	FBgn0259984
O96616	FBgn0026058
Q9U1K2	FBgn0020379
Q9VGZ6	FBgn0020379
Q9V3X8	FBgn0040366
Q9VZN6	FBgn0035453
Q8T4B0	FBgn0036186
Q9GQM8	FBgn0039132
Q86P92	FBgn0037023
Q9VPB4	FBgn0037023
B8A403	FBgn0039132
Q8MLZ7	FBgn0020414
Q9VAE5	FBgn0039719
A0A0B4KI23	FBgn0039719
Q9VEN3	FBgn0266465
Q23982	FBgn0011694
Q9VJ48	FBgn0040993
A1ZAI8	FBgn0034151
Q8T0C2	FBgn0031285
Q9VM99	FBgn0028703
Q4V6L4	FBgn0033999
Q8I0C2	FBgn0264785
Q8SX21	FBgn0264785
Q9VN98	FBgn0264785
Q4V5A7	FBgn0034423
Q9VJY7	FBgn0032517
Q8MT36	FBgn0039559
Q24180	FBgn0013799
Q07DP5	FBgn0261793
Q8T052	FBgn0261793
Q9VT91	FBgn0011569
Q9UAE7	FBgn0023179
Q9V3Z6	FBgn0000317
Q9VQW6	FBgn0264296
Q9W590	FBgn0266284
Q9I7H8	FBgn0042111
A1ZBA1	FBgn0050115
Q8MSP7	FBgn0050115
Q9VIU5	FBgn0032800
Q9W4J0	FBgn0025387
Q7KS77	FBgn0011278
Q9VKF4	FBgn0032375
Q95V83	FBgn0024179
Q9NGX8	FBgn0024179
Q9VZI9	FBgn0024179
M9PFR2	FBgn0028399
Q9VV58	FBgn0028399
Q9VUW9	FBgn0259824
Q9VE45	FBgn0038642
A0A0B4KH77	FBgn0285963
Q9VBA3	FBgn0285963
E1JHA6	FBgn0031879
Q9VZP9	FBgn0035444
P32031	FBgn0004567
P39770	FBgn0261648
P40791	FBgn0011656
P18488	FBgn0000576
P22711	FBgn0004110
Q53YH4	FBgn0004862
Q8SXU6	FBgn0051626
A1Z6J2	FBgn0033052
Q9VU16	FBgn0260965
A1Z979	FBgn0033789
Q8MRU6	FBgn0033052
Q8N0B6	FBgn0033052
Q9VL16	FBgn0032200
Q9V395	FBgn0028468
Q9VFS9	FBgn0038165
A8DYY6	FBgn0032221
Q23986	FBgn0011832
Q9VVE8	FBgn0036704
Q9VQ34	FBgn0031356
Q9W3J4	FBgn0030008
Q01644	FBgn0004174
Q8IML0	FBgn0039655
Q7KTT0	FBgn0010772
Q8IGR8	FBgn0010772
Q95TK4	FBgn0010772
Q9VNG4	FBgn0010772
Q8IH84	FBgn0035988
Q9VSY3	FBgn0035988
Q7KU06	FBgn0031315
Q8INH7	FBgn0038118
Q8SZU1	FBgn0264086
E1JI03	FBgn0036449
Q9VX87	FBgn0030813
Q9VPY8	FBgn0031321
Q7KVP9	FBgn0261850
Q9VB53	FBgn0039504
A0A0B4LH08	FBgn0261928
Q8T3Z9	FBgn0028884
Q9VJM2	FBgn0028884
Q7JYM2	FBgn0033261
Q9VKU3	FBgn0032261
O76879	FBgn0000092
Q9VIX6	FBgn0032774
M9PGK7	FBgn0001316
Q8SYK1	FBgn0031315
Q95U19	FBgn0031134
Q9VRC3	FBgn0031134
Q8IGJ0	FBgn0086784
Q8MS60	FBgn0040519
Q9V9P2	FBgn0040519
Q86BH9	FBgn0264489
Q9VT55	FBgn0264489
Q9VEQ1	FBgn0038462
P10105	FBgn0002522
A1Z8J0	FBgn0033615
O77286	FBgn0025558
Q9VH57	FBgn0037763
Q9VN06	FBgn0040687
Q8SY22	FBgn0030981
Q9VWM4	FBgn0030981
Q9NEF6	FBgn0040377
Q86P37	FBgn0020248
Q9VX39	FBgn0030850
Q6NR04	FBgn0032231
Q9VKY0	FBgn0032231
Q9VF53	FBgn0267408
Q9VFE8	FBgn0038273
Q9W393	FBgn0030085
B7YZL9	FBgn0020440
Q9VF06	FBgn0038388
Q9VDD7	FBgn0250820
Q8IGW7	FBgn0051184
Q9VT89	FBgn0052055
Q6B4I4	FBgn0052296
Q8MZ79	FBgn0052296
Q9VZY2	FBgn0052296
Q9W483	FBgn0029799
A1ZAC0	FBgn0034094
Q95SN0	FBgn0034094
Q9VLU6	FBgn0031971
Q9VZY0	FBgn0035370
A1Z8B1	FBgn0033541
Q9VKZ0	FBgn0032223
Q9U916	FBgn0005585
P08155	FBgn0266450
Q9VQM4	FBgn0260817
O18339	FBgn0015793
P21663	FBgn0000094
Q8MQQ6	FBgn0032197
Q9VI27	FBgn0037449
M9MRJ1	FBgn0263354
M9PC46	FBgn0002543
Q9VQ08	FBgn0002543
Q9VQQ4	FBgn0051952
Q9VRG5	FBgn0031171
Q9VT47	FBgn0259163
M9PI41	FBgn0002466
P82985	FBgn0041622
Q9VU27	FBgn0041622
Q9VUQ9	FBgn0267390
Q9VW23	FBgn0036895
Q9VWD4	FBgn0031062
Q7KUW6	FBgn0263258
Q9VX26	FBgn0263258
Q9VZ30	FBgn0030266
M9MRV7	FBgn0263110
Q9VZG5	FBgn0263110
Q9W1S3	FBgn0034844
M9NDS9	FBgn0263132
Q9W2Z3	FBgn0263132
Q9W3G3	FBgn0030033
M9MRX4	FBgn0261788
Q7KU92	FBgn0261788
Q9NCP8	FBgn0261788
P83101	FBgn0046332
Q07553	FBgn0010197
Q7KMH5	FBgn0027495
Q7KT60	FBgn0028899
Q7KTW3	FBgn0053288
Q9VAH7	FBgn0260990
Q59DT9	FBgn0015269
Q8IMS2	FBgn0015269
Q9VBJ2	FBgn0015269
Q9VBX1	FBgn0259152
Q9VCD8	FBgn0040283
A0A0B4K6M2	FBgn0053547
Q9VEE5	FBgn0053547
A0A0B4KG69	FBgn0026441
Q9VF92	FBgn0026441
A0A0B4KG50	FBgn0266717
Q9VHD0	FBgn0043791
Q961B0	FBgn0026598
Q9VZT8	FBgn0035410
Q9VX74	FBgn0030823
P17672	FBgn0000568
Q9VLD9	FBgn0041092
Q8SYF5	FBgn0052373
Q9VJ07	FBgn0032749
Q9VGZ0	FBgn0037817
Q9VWA5	FBgn0052228
Q9W3L5	FBgn0029989
A1Z8J5	FBgn0003382
Q8INZ5	FBgn0051784
Q9VQH3	FBgn0031465
Q9V3V0	FBgn0028554
Q7KTX4	FBgn0053286
P81911	FBgn0026396
Q7KVM7	FBgn0053225
A1ZBI6	FBgn0034426
Q9VKZ6	FBgn0032218
Q8SX24	FBgn0037435
Q8IN01	FBgn0051161
Q8MSA5	FBgn0035234
Q9VDJ9	FBgn0038816
Q24278	FBgn0261612
Q9VQV3	FBgn0031573
Q9VSE2	FBgn0002899
Q9VY00	FBgn0030598
O18475	FBgn0002905
P11536	FBgn0000567
Q9VJ81	FBgn0032684
Q9VK28	FBgn0032479
Q9VQU8	FBgn0263846
Q8MLU9	FBgn0034662
Q9W4J3	FBgn0029716
Q8T429	FBgn0037038
Q9VWH5	FBgn0031023
Q8IPC5	FBgn0032210
Q9W269	FBgn0034716
Q9V416	FBgn0028879
Q9VHG3	FBgn0037672
Q9VPH9	FBgn0036970
Q9VVT8	FBgn0036821
Q9V498	FBgn0039928
Q7K561	FBgn0033917
Q9VW37	FBgn0261283
Q9VJB6	FBgn0262018
Q9VJX6	FBgn0261992
A1ZAZ8	FBgn0028740
Q9VYR5	FBgn0030359
Q8IQR3	FBgn0043025
Q9VRP8	FBgn0035636
A1ZA45	FBgn0050089
Q9W3H0	FBgn0030027
Q9VHW9	FBgn0037541
Q9VYN8	FBgn0267001
Q7KT81	FBgn0053309
Q9VDH2	FBgn0038840
Q9VN28	FBgn0037252
Q9VL47	FBgn0032176
Q7K0H4	FBgn0261041
Q9VF17	FBgn0051183
Q9VPC5	FBgn0037015
Q95SX8	FBgn0036039
Q9VG43	FBgn0038073
Q9VGD8	FBgn0037985
Q9VX04	FBgn0030880
A1ZBN5	FBgn0034459
Q9VPQ4	FBgn0031258
Q9W433	FBgn0264386
A1Z7Z9	FBgn0033447
Q9VG60	FBgn0038057
Q9VI77	FBgn0250845
A1Z6W2	FBgn0050384
Q9VQ27	FBgn0031351
Q9V6Y3	FBgn0033907
A1Z9I3	FBgn0050485
A1Z6M8	FBgn0033087
Q9W174	FBgn0035003
Q24451	FBgn0011740
Q9VSC9	FBgn0035833
Q9VBE6	FBgn0039430
Q9VD20	FBgn0263048
Q86C16	FBgn0053556
Q9VG15	FBgn0038098
Q9W4X4	FBgn0267350
Q9VFM5	FBgn0038208
A1Z8J4	FBgn0016047
Q9VAY7	FBgn0039557
Q9VM87	FBgn0031858
Q9VUN0	FBgn0036494
Q9VXG1	FBgn0026575
O76894	FBgn0025390
Q9V4A0	FBgn0039927
Q9VTN7	FBgn0036207
Q9W147	FBgn0035026
Q9VX63	FBgn0030833
Q9VH97	FBgn0037726
Q9VNH7	FBgn0027608
Q7YZA2	FBgn0030091
Q9VSE1	FBgn0035842
Q8IPF4	FBgn0051897
Q9XZS9	FBgn0026876
Q9VFY9	FBgn0260793
A1ZBF7	FBgn0028669
Q9VJ69	FBgn0263079
P25722	FBgn0024230
Q24143	FBgn0015240
A1Z8Z0	FBgn0050048
Q9VAQ9	FBgn0041780
Q9VA99	FBgn0051028
Q9VMK9	FBgn0031752
Q9VXN5	FBgn0030697
Q23978	FBgn0086347
Q9VEZ2	FBgn0038397
Q8IA44	FBgn0036527
Q9VVA6	FBgn0021768
Q8IRL2	FBgn0052686
Q7KN90	FBgn0027091
Q9VKJ1	FBgn0032348
Q9VH78	FBgn0037743
P20105	FBgn0000567
Q9VW78	FBgn0036937
Q9Y143	FBgn0027586
Q4V5M2	FBgn0050447
Q9Y0Z1	FBgn0027503
Q9VTP0	FBgn0259140
P82295	FBgn0026189
Q9VKL9	FBgn0026147
Q7K4L9	FBgn0034071
Q8IPN4	FBgn0001311
Q8IQS7	FBgn0052201
Q0E9E0	FBgn0262169
Q24495	FBgn0004368
Q8IRS0	FBgn0004368
Q8SXB2	FBgn0004368
Q9VGB8	FBgn0038003
Q9NHB0	FBgn0040323
Q9V415	FBgn0028475
Q961V1	FBgn0029818
Q9VGQ4	FBgn0037888
Q9W3C6	FBgn0030058
Q9VCJ8	FBgn0039102
Q9VSY8	FBgn0260859
Q9VCP1	FBgn0039065
A1Z8X3	FBgn0266111
Q9VFB5	FBgn0051155
A1Z8D0	FBgn0263510
A1Z987	FBgn0259876
Q9VF26	FBgn0003483
Q9V6K3	FBgn0020391
Q9VY21	FBgn0030577
Q8MT03	FBgn0024992
A1Z9B4	FBgn0033820
Q7JRN6	FBgn0033820
Q9VLP9	FBgn0032014
A1ZB21	FBgn0034292
Q9V751	FBgn0041581
Q8MRL1	FBgn0052450
Q9W4L6	FBgn0040905
Q7K1P6	FBgn0039795
Q9VA48	FBgn0039795
Q9VS05	FBgn0045759
Q9VN10	FBgn0261434
P55965	FBgn0011723
Q9VW35	FBgn0261361
Q9VW35	FBgn0262516
Q9BMG9	FBgn0038498
Q9VB86	FBgn0029170
P91664	FBgn0017578
Q8T466	FBgn0037454
Q8INR6	FBgn0264495
Q9VYF8	FBgn0030460
Q9VU35	FBgn0036334
Q7JXF7	FBgn0263260
O46077	FBgn0023523
Q9VEP0	FBgn0038472
Q8MYX2	FBgn0024998
Q7KVJ6	FBgn0265187
Q9VEC0	FBgn0038579
Q9NHV6	FBgn0040466
A1ZB58	FBgn0034326
Q8IPJ6	FBgn0259749
Q9Y0Z0	FBgn0259749
Q9Y104	FBgn0027544
Q9VL31	FBgn0032189
Q71V44	FBgn0022787
Q86NV8	FBgn0022787
Q8IG93	FBgn0022787
Q9VF02	FBgn0022787
Q8MT80	FBgn0266438
Q9VPX3	FBgn0283525
A1ZAL5	FBgn0034166
Q9U3V8	FBgn0016080
Q9I7W4	FBgn0029951
Q9VKG0	FBgn0032369
Q8INJ2	FBgn0037986
Q9W363	FBgn0260789
Q9VE86	FBgn0038608
Q4LBB6	FBgn0250910
Q8IMW2	FBgn0039214
Q9VLG9	FBgn0032076
Q9VJ47	FBgn0027074
Q8MLN5	FBgn0050430
O46201	FBgn0263597
Q9VMX4	FBgn0262467
Q9VIK9	FBgn0032873
Q7JZB4	FBgn0037279
Q9VG69	FBgn0038049
Q7K7G0	FBgn0028969
Q7KVH7	FBgn0002174
Q9VT31	FBgn0036029
Q9VTE8	FBgn0036126
P11956	FBgn0002869
E1JJR3	FBgn0020261
Q9VRT6	FBgn0035674
Q9VYW4	FBgn0030321
Q7KT15	FBgn0053322
Q9W064	FBgn0261723
Q8IQK4	FBgn0263232
Q9VQQ7	FBgn0031535
Q9VF40	FBgn0038359
Q8MLW5	FBgn0034611
Q9W2I6	FBgn0034611
Q7JWU2	FBgn0033680
Q9VAA7	FBgn0039744
M9PHR3	FBgn0030508
B7Z0N0	FBgn0043457
Q95TH6	FBgn0032401
Q9VM63	FBgn0031873
A0A0B4KFP2	FBgn0000581
Q0E9C2	FBgn0000581
Q7YSQ1	FBgn0004647
A1ZBK1	FBgn0034437
Q9VJL7	FBgn0028895
Q9VGU5	FBgn0037855
Q9W2A3	FBgn0034684
Q9VCZ4	FBgn0038979
Q8IQF9	FBgn0036180
Q9VTK7	FBgn0036180
Q8ML70	FBgn0053470
Q8ML70	FBgn0283462
Q9W381	FBgn0040467
Q8SXX1	FBgn0039924
Q8MZB2	FBgn0034205
Q9VEW5	FBgn0038419
Q6IHY5	FBgn0085201
Q9W1N3	FBgn0034877
Q9VMS1	FBgn0015031
Q9VJ83	FBgn0032682
A1Z818	FBgn0285892
E1JH25	FBgn0285892
B7Z0L8	FBgn0261019
Q9W3T3	FBgn0029928
Q9VDN4	FBgn0038787
Q8T0A7	FBgn0037218
Q9VQS7	FBgn0004892
Q8MLS1	FBgn0085453
Q9VQS6	FBgn0024244
Q9W1R6	FBgn0085452
Q8SZQ2	FBgn0033871
Q9VMR2	FBgn0261963
Q86P48	FBgn0039946
Q8MQY8	FBgn0035157
Q9W0N5	FBgn0035157
Q9W0K4	FBgn0025525
Q960S0	FBgn0263108
Q9VZU5	FBgn0263108
Q9VJK1	FBgn0032590
Q7K0A0	FBgn0033480
Q9VT02	FBgn0052036
Q8SYR5	FBgn0047114
O18375	FBgn0021742
Q7JVL3	FBgn0050342
Q24536	FBgn0015300
Q9VP00	FBgn0037114
Q6AWG9	FBgn0034300
Q8SYK5	FBgn0031434
Q95YH6	FBgn0024329
Q95YH7	FBgn0024329
Q8SZ53	FBgn0029608
Q8T0E7	FBgn0036305
Q8SY43	FBgn0266084
Q24342	FBgn0011591
Q8SXF9	FBgn0027586
Q0E8C8	FBgn0262057
Q7YU48	FBgn0028573
Q9U617	FBgn0028573
Q9VTR6	FBgn0028573
Q9VYT6	FBgn0030341
Q9I7S9	FBgn0030377
Q9V3L1	FBgn0020251
Q9VMI3	FBgn0031771
A1Z838	FBgn0033479
Q2PDP5	FBgn0054041
Q9VD87	FBgn0038897
Q9VN71	FBgn0037288
P83088	FBgn0044872
Q7KS23	FBgn0053341
Q4V653	FBgn0050098
Q9VT53	FBgn0044049
Q9VXX0	FBgn0030624
Q7K5N8	FBgn0034229
Q9W1N9	FBgn0034871
Q9VE63	FBgn0038626
P13002	FBgn0259211
Q9VEG6	FBgn0261987
P09478	FBgn0000036
O18394	FBgn0015519
Q8IQ92	FBgn0035829
Q8T3N9	FBgn0035829
Q9VSC4	FBgn0035829
A1Z8V5	FBgn0033705
A1Z8V6	FBgn0033705
Q8MZ86	FBgn0033705
Q9GQN5	FBgn0039338
A0A0B4KGM5	FBgn0037445
Q8T0R7	FBgn0064237
Q7KT73	FBgn0028864
Q7KT73	FBgn0051780
Q9W4B7	FBgn0029770
Q9VPU6	FBgn0031289
Q9VQK9	FBgn0031495
Q9VC40	FBgn0039223
Q8MKL1	FBgn0050010
Q9VAD7	FBgn0039723
Q9VBD2	FBgn0039444
Q8T3M6	FBgn0021856
Q9VID7	FBgn0021856
Q7JYP4	FBgn0032291
Q9VKR1	FBgn0032291
Q9W0E2	FBgn0035228
Q9VKG4	FBgn0028490
Q965E5	FBgn0028380
Q9VWY6	FBgn0022724
A1ZB08	FBgn0034281
Q9VPE2	FBgn0037001
