Interactor A,Interactor B,Interaction Score
Q9V412,Q8IMU0,0.43503
Q9V412,Q8INY9,0.153
Q9V412,Q9VMC3,0.153
Q9V412,Q9VIE6,0.5080722
Q9V412,Q9VR99,0.153
Q9V412,P23803,0.503574
Q6NMT8,Q9VBF7,0.21
Q86P09,Q9VBF7,0.21
Q9VBX2,Q7KA77,0.2874
Q9VBX2,Q95R51,0.2874
Q9VBX2,Q9VLL1,0.9459292
Q9VBX2,Q9VJQ5,0.9459292
Q9VBX2,Q9W2I4,0.961589872
Q9VBX2,Q9V444,0.957462808
Q9VBX2,Q9VJ73,0.90793804
Q9VBX2,Q9V4C8,0.98563137640077
Q9VBX2,Q9VTZ1,0.969777966976
Q9VBX2,Q9VGA4,0.95798712448
Q9VBX2,M9PHZ1,0.9579816064
Q9VBX2,Q9VWZ1,0.75682
Q9VBX2,Q9W256,0.82539676
Q9VBX2,A0A0B4KF25,0.90052
Q9VBX2,Q7KSD8,0.9697746653248
Q9VBX2,M9NFF9,0.6706
Q9VBX2,Q9W0R7,0.7634908
Q9VBX2,Q7KV88,0.7562908
Q9VBX2,Q7KV89,0.7562908
Q9VBX2,Q7KV90,0.7562908
Q9VBX2,Q9W002,0.91705336
Q9VBX2,Q59E61,0.658
Q9VBX2,Q8MLP1,0.7562908
Q9VBX2,Q9W179,0.9556363744
Q9VBX2,O62602,0.88078
Q9VBX2,Q9VYY3,0.929110552
Q9VBX2,Q9GYV5,0.995679925696
Q9VBX2,Q24307,0.9711327016
Q9VBX2,Q9V3Q6,0.912364
Q9VBX2,Q8IRY7,0.912364
Q9VBX2,Q9W1X3,0.7562908
Q9VBX2,P0C919,0.7426
Q9VBX2,O76216,0.282
Q9W2P5,P10181,0.9648268
Q9W2P5,Q9W4E2,0.99242900188
Q9W2P5,Q9VWA2,0.78865621
Q9W2P5,Q8IGW7,0.2919
Q9W2P5,Q8IMX8,0.99635731840662
Q9W2P5,Q7KJ62,0.2994897
Q9W2P5,Q9VPG7,0.2994897
Q9W2P5,Q9VTW6,0.99944177102023
Q9W2P5,Q9W4D2,0.843462351061
Q9W2P5,Q9VI10,0.99976461793361
Q9W2P5,Q9VJI7,0.99157313344353
Q9VTW6,Q9VJY6,0.978291132
Q9VTW6,Q9VVI0,0.98728398255103
Q9VTW6,Q9VGJ3,0.77409219013
Q9VTW6,Q9W2K2,0.9771774742117
Q9VTW6,Q8IMX8,0.99544472975072
Q9VTW6,Q9VHP3,0.70733581
Q9VTW6,Q7KTZ2,0.79352
Q9VTW6,O61443,0.9965895052337
Q9VTW6,Q9VW83,0.9858127940692
Q9VTW6,O62618,0.99699996880947
Q9VN78,Q9VI58,0.24
Q9VN78,Q9V7H4,0.237
Q9VN78,Q7KSI6,0.237
Q9VN78,Q86NV7,0.09
Q9VN78,Q95TY5,0.09
Q9VN78,Q9VF73,0.237
Q9VN78,Q9VF74,0.237
Q9VN78,Q9V345,0.2811
Q9W3J8,Q9VCA9,0.728161
Q9W3J8,Q961B9,0.637
Q9W3J8,Q9VDY1,0.2998992
Q9W3J8,Q9VLS7,0.7425428
Q9W3J8,Q9VNF6,0.237
Q9W3J8,Q9VJ30,0.76437034
Q9VY42,Q9VJ49,0.553
Q9VY42,A0A0B4KEE4,0.632
Q9VY42,A1Z6Q1,0.237
Q86BP7,Q9W295,0.39723
Q86BP7,Q7KRI2,0.69992944
Q86BP7,Q9V7N5,0.4440138
Q86BP7,Q9VZU3,0.66967
Q86BP7,Q9VH69,0.29748
Q8MYX0,Q9W295,0.237
Q9VZU3,Q9W295,0.445299
Q9VZU3,Q7KRI2,0.909908272
Q9VZU3,Q9V7N5,0.48835194
Q9VZU3,Q9VH69,0.29748
Q7KRR5,Q86BP7,0.636574
Q7KRR5,Q8MYX0,0.2874
Q7KRR5,Q9VZU3,0.7413262
Q7KRR5,Q7KF43,0.21
Q7KRR5,Q9VHM0,0.2874
Q7KRR5,Q9W107,0.87178
Q7KRR5,O77460,0.967231288
Q7KRR5,P10181,0.69412
Q7KRR5,Q8IMB7,0.6814678
Q7KRR5,Q9V3W9,0.793948882
Q7KRR5,P07207,0.98091672208
Q7KRR5,Q7K1R6,0.48858
Q7KRR5,Q09332,0.955430048
Q7KRR5,Q9V438,0.2874
Q9VRW4,Q9VUB4,0.752
Q9VRW4,Q9W1F4,0.408
Q24560,M9PBE2,0.8863348
Q24560,P27619,0.8967985744
Q24560,Q9VE30,0.816361
Q24560,Q9W3Y7,0.8405827
Q24560,Q9V472,0.26913
Q24560,Q9VT94,0.88014481
Q24560,P22265,0.71768
Q24560,P11929,0.88956436
Q24560,Q24564,0.89688900208
Q24560,Q9VGJ3,0.26913
Q24560,P08182,0.895592872
Q24560,Q9VYS4,0.71768
Q24560,Q9VGI4,0.8960450104
Q24560,Q9VGI5,0.708709
Q24560,Q9VCU7,0.89387044
Q24560,P54623,0.897036700624
Q24560,Q9VD23,0.816361
Q24560,P00528,0.7652263
Q24560,Q9VX24,0.62797
Q24560,Q9VSB6,0.8405827
Q24560,Q94901,0.771506
Q24560,Q9VMV0,0.88014481
Q24560,P19339,0.771506
Q24560,Q7K5N4,0.708709
Q24560,Q9W325,0.62797
Q24560,Q9W326,0.8405827
Q24560,Q7K4W1,0.26913
Q24560,Q86BG8,0.26913
Q24560,Q961L8,0.26913
Q24560,Q9VXN9,0.457521
Q24560,Q9GYV5,0.8719812
Q24560,Q24307,0.87072526
Q24560,Q9V3Q6,0.87072526
Q24560,Q9V3B4,0.8594218
Q24560,Q8IRY7,0.87072526
Q24560,P16378,0.708709
Q24560,Q9VGP6,0.894839308
Q24560,Q9VTE5,0.8594218
Q24560,Q9V3C1,0.861216
Q24560,Q94533,0.85753789
Q24560,Q8IQ73,0.8899232
Q24560,Q9VS25,0.708709
Q24560,Q9VVR6,0.26913
Q24560,Q9VNE4,0.8967985744
Q24560,Q9VI72,0.88956436
Q24560,Q7K8X7,0.62797
Q24560,P20480,0.8970963828928
Q24560,P17210,0.897036700624
A1Z8M2,P61209,0.21
A1Z8M2,A1ZA03,0.237
A1Z8M2,O76417,0.09
A1Z8M2,Q8T9C0,0.09
A1Z8M2,Q9XYZ4,0.2559
A1Z8M2,Q9VWE4,0.2811
A1Z8M2,P40427,0.29995464
A1Z8M2,P62152,0.3576492
A1Z8M2,Q9VN55,0.2964
A1Z8M2,A1Z9V2,0.09
A1Z8M2,Q24322,0.29622
A1Z8M2,Q24368,0.29999998983936
Q95T46,P61209,0.21
Q95T46,A1ZA03,0.6241
Q95T46,O76417,0.237
Q95T46,Q8T9C0,0.237
Q95T46,Q9XYZ4,0.67387
Q95T46,Q9VWE4,0.74023
Q95T46,P40427,0.789880552
Q95T46,P62152,0.46141356
Q95T46,Q9VN55,0.78052
Q95T46,A1Z9V2,0.237
Q95T46,Q24322,0.29622
Q95T46,Q24368,0.78999997324365
Q960I3,P61209,0.21
Q960I3,A1ZA03,0.6241
Q960I3,O76417,0.237
Q960I3,Q8T9C0,0.237
Q960I3,Q9XYZ4,0.67387
Q960I3,Q9VWE4,0.74023
Q960I3,P40427,0.789880552
Q960I3,P62152,0.46141356
Q960I3,Q9VN55,0.78052
Q9BMQ0,P61209,0.21
Q9BMQ0,A1ZA03,0.237
Q9BMQ0,O76417,0.09
Q9BMQ0,Q8T9C0,0.09
Q9BMQ0,Q9XYZ4,0.2559
Q9BMQ0,Q9VWE4,0.2811
Q9BMQ0,P40427,0.29995464
Q9BMQ0,P62152,0.3576492
Q9BMQ0,Q9VN55,0.2964
Q9U1L6,Q9VAD6,0.299496
Q9U1L6,Q9W352,0.6706
Q9U1L6,Q6NR21,0.21
Q9U1L6,Q8MZE6,0.21
Q9U1L6,Q9W4E0,0.21
Q9U1L6,O62527,0.21
Q9U1L6,Q8SYV1,0.21
Q9U1L6,Q9VIN1,0.21
Q9U1L6,Q8IGK1,0.09
Q9U1L6,Q8IQQ1,0.09
Q9U1L6,Q9VVC1,0.09
Q9U1L6,Q23985,0.49
Q9U1L6,A0A0B4KEE4,0.658
Q9U1L6,Q05192,0.698236
Q9U1L6,Q9VH81,0.658
Q8T426,Q8INT6,0.237
Q8T426,Q9BKE4,0.237
Q8T426,Q9BKE5,0.09
Q8T426,Q9VID4,0.29433
Q8T426,Q8IRH5,0.2811
Q8T426,Q9VMC3,0.09
Q8T426,Q8MQV7,0.09
Q8T426,Q9VDY6,0.153
Q8T426,Q9W4E4,0.21
Q9VNK8,Q8INT6,0.6241
Q9VNK8,Q9BKE4,0.6241
Q9VNK8,Q9BKE5,0.237
Q9VNK8,Q9VID4,0.775069
Q9VNK8,Q8IRH5,0.74023
Q9VNK8,Q9VMC3,0.237
Q9VNK8,Q8MQV7,0.237
Q9VNK8,Q9VDY6,0.4029
Q9VNK8,Q9W4E4,0.553
Q9VNK8,Q8IQG1,0.67387
Q9VNK8,A1ZB42,0.6241
Q9VNK8,A8JQW3,0.67387
Q9VNK8,O97159,0.7899840736
O62527,Q05201,0.29748
O62527,Q95RG8,0.09
O62527,A1Z7Q5,0.09
O62527,Q7KMK4,0.09
O62527,Q86NY4,0.09
O62527,Q9VXQ2,0.09
O62527,A1ZAC8,0.153
O62527,Q8T445,0.09
O62527,Q1LZ08,0.21
Q8SYV1,Q05201,0.29748
Q8SYV1,Q95RG8,0.09
Q8SYV1,A1Z7Q5,0.09
Q8SYV1,Q7KMK4,0.09
Q8SYV1,Q86NY4,0.09
Q8SYV1,Q9VXQ2,0.09
Q8SYV1,A1ZAC8,0.153
Q8SYV1,Q8T445,0.09
Q8SYV1,Q1LZ08,0.21
Q9VIN1,Q05201,0.6908912
Q9VIN1,Q95RG8,0.68878
Q9VIN1,A1Z7Q5,0.09
Q9VIN1,Q7KMK4,0.09
Q9VIN1,Q9VC66,0.553
Q9VIN1,Q86NY4,0.09
Q9VIN1,Q9VXQ2,0.5359
Q9VIN1,Q8T8Y1,0.21
Q9VIN1,Q9VDX9,0.21
Q9VIN1,Q8T413,0.21
Q9VIN1,Q9VJN4,0.553
Q9VIN1,A1ZAC8,0.153
Q9VIN1,Q8T445,0.09
Q9VIN1,Q1LZ08,0.3759
Q9VIN1,B7Z0W0,0.6944
Q9VIN1,Q9VI13,0.5359
Q9VIN1,P16378,0.553
Q9VIN1,Q9VJD3,0.21
Q9VIN1,Q04787,0.29748
Q9VIN1,Q86B91,0.21
Q9VIN1,M9NEB2,0.672
Q9VIN1,Q9VXK0,0.49
Q9VIN1,Q8IQZ6,0.09
Q9VIN1,Q8T498,0.59323
Q9VIN1,Q8T0S6,0.7583548
Q9VIN1,P91634,0.690739
P91672,Q9VSQ3,0.09
Q9VDT9,Q9VSQ3,0.09
Q9VDT9,O61307,0.8281
Q9VDT9,Q9VRP5,0.09
Q7KUX2,Q9U1K7,0.237
Q8T0R6,Q9U1K7,0.237
Q9VXA5,Q9U1K7,0.237
Q9W3K6,Q59DT1,0.09
Q9W3K6,Q7KRS5,0.09
Q9W3K6,Q8IMF2,0.09
Q9W3K6,Q9V9R1,0.09
Q9W3K6,Q8IHD6,0.09
Q9W3K6,Q8IMJ2,0.09
Q9W3K6,Q9VZ45,0.09
Q9VBZ5,Q9W3K6,0.09
Q9VBZ5,Q9VGT1,0.56
Q9VBZ5,Q9VZZ9,0.77432
Q9VBZ5,Q8T3J9,0.5996
Q9VFJ2,Q8SYJ6,0.24
Q9VFJ2,Q9VD89,0.24
Q9VFJ2,Q24568,0.768
Q9VFJ2,Q9VH81,0.77648
Q9V4I0,Q7KUZ3,0.412161
Q9V4I0,Q9VXQ1,0.412161
Q7JVP2,Q9VBS9,0.2946
Q7JVP2,A0A0B4LEZ3,0.9784648
Q7JVP2,X2JCC3,0.97952536
Q7JVP2,Q9VV48,0.8364128
Q7JVP2,Q94547,0.984735419536
P23696,P19889,0.99838005313926
P23696,A1ZAK7,0.09
P23696,A1ZAK8,0.258
P23696,A1ZAK9,0.09
P23696,O96828,0.09
P23696,Q960R6,0.09
P23696,P00334,0.840885152
P23696,A1Z6P3,0.9981689185408
P23696,Q7JZD3,0.2994708
P23696,Q9XZ57,0.78860644
P23696,A1ZAX1,0.958334551084
P23696,Q5U0U3,0.362518428
P23696,Q95TW4,0.4654962204
P23696,Q86NT3,0.362518428
P23696,Q8IN47,0.4654962204
P23696,Q8IN48,0.4654962204
P23696,Q9VDI8,0.4654962204
P23696,A1Z992,0.2994708
P23696,M9PBE2,0.9897739587088
P23696,M9NGC6,0.762024508
P23696,Q8T3S1,0.725876332
P23696,Q9VNV0,0.725876332
P23696,Q9VVR6,0.5088057376608
P23696,Q95RB1,0.50904567591709
P23696,Q59E05,0.273
P23696,Q0KHU0,0.93834184
P23696,Q9VZ45,0.725876332
P23696,Q9VA71,0.2994708
P23696,Q7K4H4,0.4970200344
P23696,Q23985,0.975421410664
P23696,P11455,0.446581932
P23696,Q9VKR2,0.237
P23696,Q06559,0.9850586520495
P23696,O02195,0.958334551084
P23696,Q9W1U7,0.2559
P23696,Q9VD28,0.237
P23696,Q7K4Q9,0.2994708
P23696,Q7JPS2,0.85848296
P23696,Q95T29,0.78860644
P23696,Q8IR76,0.78860644
P23696,Q9VYI5,0.935347132
P23696,Q7K4R2,0.153
P23696,Q9W328,0.97386810148
P23696,Q9VJZ5,0.956310088
P23696,Q8T0D4,0.8586568706432
P23696,O16129,0.6987652
P23696,P36179,0.9961056052048
P23696,Q9VSU8,0.78860644
P23696,X2JAU8,0.7985888
P23696,M9PCD4,0.24
P23696,Q9VM93,0.78860644
P23696,Q9VM62,0.85899084263859
P23696,D3DML3,0.846927488
P23696,Q9VLT9,0.78860644
P23696,O61443,0.9543938669128
P23696,Q7K0E3,0.7985888
P23696,Q8T0S6,0.991982145904
P23696,Q24141,0.29997984
P23696,Q9W1G7,0.900428610656
P23696,Q0KI58,0.362518428
P23696,Q5BIJ2,0.362518428
P23696,Q8IN89,0.886690920004
P23696,Q8IN90,0.83870671372
P23696,Q9VEC6,0.83870671372
P23696,Q9VCQ7,0.851495308
P23696,O96689,0.50961473119789
P23696,Q9VSR3,0.99788792533217
P23696,Q9VCD8,0.29992944
P23696,A1Z9X0,0.655841052
P23696,Q8SWX7,0.09
P23696,Q9VW51,0.50961543733133
P23696,Q9VRE6,0.21
Q9VZ82,M9NFI9,0.21
Q8IRD5,Q95RG8,0.43278
Q8IRD5,Q9VF87,0.29748
Q8IRD5,A1Z9X0,0.1971
Q8IRD5,Q8MQW8,0.43278
Q8IRD5,Q9V3I2,0.297354
Q8IRD5,D3DML3,0.6656
Q8IRD5,Q9VLT9,0.237
Q8IRD5,Q7K0E3,0.24
Q8IRD5,A0A0B4K823,0.24
Q8IRD5,Q8T0S6,0.6417148
Q8IRD5,Q9VQ78,0.237
Q8IRD5,Q9VM65,0.237
Q8IRD5,Q9VZQ9,0.5359
Q8IRD5,O61735,0.72846874
Q8IRD5,Q9VCQ7,0.2559
Q8IRD5,Q24568,0.288
Q8IRD5,Q9VDY1,0.6997648
Q8IRD5,M9NFI9,0.09
Q9VZQ9,Q95RG8,0.43278
Q9VZQ9,Q9VF87,0.29748
Q9VZQ9,A1Z9X0,0.1971
Q9VZQ9,Q8MQW8,0.43278
Q9VZQ9,Q9V3I2,0.297354
Q9VZQ9,D3DML3,0.6656
Q9VZQ9,Q9VLT9,0.237
Q9VZQ9,Q7K0E3,0.24
Q9VZQ9,A0A0B4K823,0.24
Q9VZQ9,Q8T0S6,0.6417148
Q9VZQ9,Q9VQ78,0.237
Q9VZQ9,Q9VM65,0.237
Q9VZQ9,O61735,0.72846874
Q9VZQ9,Q9VCQ7,0.2559
Q9VZQ9,Q9XZ56,0.237
O76861,Q9BN17,0.21
O76861,Q9VGN4,0.7254082
O76861,Q9VEN1,0.8576253263488
O76861,P31409,0.695884
O76861,Q9V3P3,0.88689703100896
Q9VUC7,Q9VH81,0.9094522
Q9VUC7,M9NFI9,0.2811
Q9VUC7,Q24568,0.89952
Q9VUC7,Q9BN17,0.2811
Q9VUC7,Q9VLS7,0.47787
Q9VUC7,P23380,0.944012068
Q9VUC7,P33450,0.09
Q9VSS9,Q9VKY8,0.49
Q9VSS9,Q7KV88,0.62923
Q9VSS9,Q7KV89,0.62923
Q9VSS9,Q7KV90,0.62923
Q9VSS9,Q9W002,0.77374306
Q9VSS9,O44434,0.88452
Q9VSS9,Q3YND6,0.273
Q9VSS9,Q95TJ8,0.7189
Q9VSS9,Q9TZN6,0.273
Q9VSS9,Q8IPE8,0.553
Q9VSS9,Q9V397,0.6706
Q9VSS9,Q9W158,0.837739
Q9VSS9,P62152,0.84604726783927
P40807,P26675,0.7496
P40807,Q9V3I9,0.877969
P40807,Q8IMY3,0.85267
P40807,A1YKA1,0.2811
P40807,A1YKA3,0.2811
P40807,A1YKA5,0.2811
P40807,A1YKA7,0.2811
P40807,A1YKA8,0.2811
P40807,A1YKB1,0.2811
P40807,Q95SX4,0.2811
P40807,Q960L2,0.2811
P40807,Q9VXE6,0.8405827
Q9VQF5,Q9V412,0.4029
Q9VQF5,Q86BN2,0.6241
Q9VQF5,Q8MR40,0.237
Q9VQF5,Q9VR26,0.74023
Q9VQF5,Q9VBT7,0.21
Q9VQF5,O02374,0.237
Q9VQF5,O18409,0.237
Q9VQF5,Q8IP89,0.6241
Q9VQF5,Q8IP90,0.9295963744
Q9VQF5,Q8MSG0,0.237
Q9VQF5,Q8SYC0,0.6241
Q9VQF5,Q960Z4,0.6241
Q9VQF5,Q9VQK5,0.8336737
Q9VQF5,Q9VDV3,0.8975548
Q9VQF5,Q95RV6,0.237
Q9VQF5,Q9VV52,0.6241
Q9VQF5,Q8IR33,0.808291
Q9VQF5,Q8MQL9,0.237
Q9VQF5,Q9VXU3,0.755161
Q9VQF5,Q9VXU4,0.6241
Q9VQF5,Q8MSD2,0.237
Q9VQF5,Q9VVU4,0.74023
Q9VQF5,Q9VH64,0.21
Q9VQF5,O18337,0.21
Q9VQF5,Q9W4A0,0.5971
Q9VQF5,Q9VDS6,0.88782346
Q9VQF5,Q9V411,0.783364
Q9VQF5,P49762,0.9286401016
Q9VQF5,Q86B72,0.21
Q9VQF5,Q86B73,0.237
Q9VQF5,P41092,0.68628
Q9VQF5,Q9VH81,0.917482708
Q9VH38,O77259,0.09
Q9VH38,Q7YZA5,0.09
Q9VH38,Q9N6W9,0.09
Q9VH38,Q9VRP4,0.237
Q9VH38,Q9VCA8,0.299496
Q9VH38,Q9W4S1,0.153
Q9VH38,Q9W5H8,0.09
Q9VH38,P50245,0.2811
Q9VH38,Q9VBP3,0.237
Q9VH38,Q9VKP7,0.21
Q9VH38,Q9VJZ2,0.43278
Q9VH38,Q9W3C1,0.237
Q9VH38,Q4V3F5,0.09
Q9VHP3,Q9VC44,0.09
Q9VHP3,O44434,0.6804
Q9VHP3,A0A0B4KH64,0.658
Q9VHP3,Q9VJ86,0.49
Q7KSH7,Q9VJ53,0.09
Q7KSH7,Q9VSK1,0.5359
Q8SXB0,Q9VJ53,0.09
Q8SXB0,Q9VSK1,0.56803
O18683,Q9VKQ8,0.6241
O18683,O62602,0.74023
O18683,P00528,0.67387
O18683,Q9XTN2,0.785734
O18683,P91634,0.7795483
O18683,Q24311,0.76788
O18683,Q9VT01,0.553
O18683,Q9VY77,0.788104
Q7YU56,P31369,0.2874
Q8T947,P31369,0.2874
Q95RF1,P31369,0.2874
Q9W4E8,P31369,0.897646
Q9W4E8,P31368,0.9094522
Q9W4E8,P25159,0.2811
O77059,Q9VE88,0.71258
O77059,O46096,0.09
O77059,Q7K511,0.237
O77059,A0A0B4LIC4,0.6314
O77059,X2JDZ1,0.84788
O77059,P22810,0.968191274464
O77059,Q9VMY0,0.845174
O77059,Q8T3X9,0.2559
O77059,P49021,0.99909265542488
O77059,Q8SWR8,0.919977225056
O77059,Q7KVY5,0.79866114032
O77059,Q09103,0.9512692156432
O77059,P10676,0.98017217877719
O77059,Q24008,0.7417942256
O77059,Q9VC96,0.93542584
Q7KF43,Q9VWZ1,0.237
Q7KF43,Q7KRI2,0.29996976
Q7KF43,M9PHZ1,0.29999424
Q7KF43,P42003,0.293826
Q7KF43,Q8I8V0,0.29996976
Q7KF43,Q867Z4,0.2874
Q7KF43,Q9V5M3,0.282
Q7KF43,Q9V5M6,0.24
Q7KF43,A0A0B4KFC4,0.21
Q9VU88,A1Z9W5,0.24
Q9VU88,A1Z9W7,0.24
Q9VU88,Q5BIA1,0.24
Q9VU88,Q7KMM8,0.24
Q9VU88,Q24568,0.74368
Q9VU88,P18824,0.95356744680694
Q9VU88,M9NEA1,0.810776
Q9VU88,Q6QU65,0.632
Q9VU88,Q9VLS7,0.35628
Q9VU88,M9NFI9,0.3084
Q9VU88,Q9V9S0,0.574944
Q9VU88,M9PE01,0.695696
Q9VU88,Q9VXY7,0.29748
O96639,O61618,0.09
O96639,O61639,0.09
O96639,Q8INU2,0.237
O96639,Q8T068,0.09
O96639,Q9VIF7,0.237
O96639,Q9W420,0.258
O96639,A1ZAE2,0.09
O96639,Q95R60,0.09
O96639,Q9VUJ0,0.258
O96639,P45889,0.297354
Q8MRM4,O61618,0.09
Q8MRM4,O61639,0.09
Q8MRM4,Q8INU2,0.237
Q8MRM4,Q8T068,0.09
Q8MRM4,Q9VIF7,0.237
Q8MRM4,Q9W420,0.77739982049536
Q8MRM4,Q9W349,0.6706
Q8MRM4,Q8MMC4,0.21
Q8MRM4,A1ZAE2,0.5359
Q8MRM4,Q95R60,0.09
Q8MRM4,Q9VUJ0,0.258
Q8MRM4,Q8SZP9,0.21
Q8MRM4,Q9U1J8,0.21
Q8MRM4,Q9VLK8,0.5971
Q8MRM4,P45889,0.297354
Q8MRM4,M9ND00,0.288
Q8MRM4,A1Z7V1,0.09
Q8MRM4,Q9VUB4,0.714236
Q8MRM4,P45890,0.7776289896
Q8MRM4,Q9W3Y5,0.723031
Q8MRM4,Q9W334,0.29748
Q8MRM4,Q24174,0.69412
Q8MRM4,C0HK95,0.09
Q8MRM4,Q8MLY8,0.29412
Q8MRM4,M9NEA1,0.237
Q8MRM4,Q8IPK0,0.237
Q8MRM4,Q9GQR5,0.237
Q8MRM4,Q9VMH3,0.237
Q8MRM4,Q9VBP5,0.6559
Q9VPU3,O61618,0.09
Q9VPU3,O61639,0.09
Q9VPU3,Q8INU2,0.237
Q9VPU3,Q8T068,0.09
Q9VPU3,Q9VIF7,0.237
Q9VPU3,Q9W420,0.77739982049536
Q9VPU3,Q9W349,0.6706
Q9VPU3,Q8MMC4,0.21
Q9VPU3,A1ZAE2,0.5359
Q9VPU3,Q95R60,0.09
Q9VPU3,Q9VUJ0,0.258
Q9VPU3,Q8SZP9,0.21
Q9VPU3,Q9U1J8,0.21
Q9VPU3,Q9VLK8,0.5971
Q9VPU3,P45889,0.297354
Q9VPU3,M9ND00,0.288
Q9VPU3,A1Z7V1,0.09
Q9VPU3,Q9VUB4,0.714236
Q9VPU3,P45890,0.7776289896
Q9VPU3,Q9W3Y5,0.723031
Q9VPU3,Q9W334,0.29748
Q9VPU3,Q24174,0.69412
Q9VPU3,C0HK95,0.09
Q9VPU3,Q8MLY8,0.29412
Q9VPU3,M9NEA1,0.237
Q9VPU3,Q8IPK0,0.237
Q9VPU3,Q9GQR5,0.237
Q9VPU3,Q9VMH3,0.237
Q9VPU3,Q9VBP5,0.6559
Q9VPU3,C0HK94,0.09
P02515,Q24253,0.6706
P02515,M9PG15,0.602
P02515,A0A0B4KGD0,0.56
P02515,Q5BI03,0.637
P02515,Q9W5W7,0.62158
P02515,P02518,0.553
P02515,P02516,0.49
P02515,P02825,0.21
P02515,P82910,0.21
P02515,A1ZB73,0.62158
P02515,O97125,0.848636
P02515,P51592,0.56
P02515,Q9V3E9,0.637
Q9VPS0,Q8IH18,0.2874
Q9VU37,P33450,0.509020392
Q8IH93,Q9W279,0.21
Q8IH93,Q9Y103,0.296031
Q95TR9,Q9W279,0.21
Q95TR9,Q9Y103,0.296031
Q9VA79,Q9W279,0.553
Q9VA79,Q9Y103,0.7795483
Q9VA79,P07666,0.237
Q9VA79,P07207,0.67387
Q9VL65,A8JQW3,0.8565028
Q9VL65,E1JHT6,0.7776
Q9VL65,Q24568,0.64
A1Z9P1,O76922,0.83451216
A1Z9P1,Q9VF26,0.8001088
A1Z9P1,Q0E910,0.7776
A1Z9P1,Q7KN83,0.24
Q8IPA2,P46150,0.36299989726464
Q8SXL6,P11584,0.24
Q9W0H6,P11584,0.7496
Q9W0H6,P11455,0.2811
O46202,Q9VJ22,0.09
Q9VE12,Q9VSY8,0.28677
O96433,Q9VND2,0.9369973554112
O96433,Q7JRP4,0.29999915328
O96433,P22469,0.29999915328
O96433,P22265,0.99411719419571
O96433,Q04047,0.99411719419571
O96433,Q9VW56,0.69999802432
O96433,O77263,0.69999802432
O96433,A1Z9W5,0.29999915328
O96433,A1Z9W7,0.29999915328
O96433,Q5BIA1,0.29999915328
O96433,Q7KMM8,0.29999915328
O96433,Q9VX12,0.9879972114688
O96433,Q9VXL5,0.9369973554112
O96433,Q95PE4,0.9369973554112
O96433,Q7JVF1,0.29999915328
O96433,Q9VVD0,0.29999915328
O96433,Q9VI53,0.29999915328
O96433,A1Z7Z6,0.29999915328
O96433,Q8MR48,0.29999915328
O96433,Q9VNG2,0.9369973554112
O96433,Q8IRV4,0.789997770304
O96433,Q9NEG2,0.29999915328
O96433,Q9W4V2,0.789997770304
O96433,Q8IMU0,0.8529975924928
O96433,Q9VVJ5,0.69999802432
O96433,Q8SXQ8,0.29999915328
O96433,O17432,0.99949317902249
O96433,Q9W362,0.8529975924928
O96433,Q9VW51,0.99992997778967
Q9XZU1,Q24322,0.29622
Q9XZU1,O96083,0.2706
Q9XZU1,Q86NK7,0.2706
Q9XZU1,Q94883,0.89972696
Q9XZU1,Q9W107,0.744199
Q9XZU1,Q9VX12,0.916967288
Q9XZU1,Q9VX09,0.96094370272
Q9XZU1,A0A0B4KHX7,0.237
Q9XZU1,Q9V9X8,0.6241
Q9XZU1,M9PBE2,0.9615358139488
Q9XZU1,Q9W4B3,0.71258
Q9XZU1,X2JDS9,0.2706
Q9XZU1,Q9W2U7,0.6241
Q9XZU1,Q02910,0.97813945092096
Q9XZU1,P52295,0.9773731560568
Q9XZU1,Q8IQ38,0.09
Q9XZU1,X2JG15,0.64687
Q9XZU1,M9NFI9,0.30567
Q9XZU1,Q9VGN4,0.81225244
Q9VFC2,Q8MQQ2,0.09
Q9VFC2,Q9VPN8,0.686869
Q9VFC2,Q7K8Y3,0.09
Q9VFC2,Q7K8Y5,0.772136
Q9VFC2,Q8MM39,0.686869
Q9VFC2,Q8MM49,0.686869
Q9VFC2,Q8MPN5,0.686869
Q9VFC2,Q8MPN6,0.686869
Q9VFC2,Q8MPN7,0.686869
Q9VFC2,Q8MPN8,0.686869
Q9VFC2,Q8T0M5,0.686869
Q8SZ53,Q9XYN7,0.237
Q8SZ53,P02516,0.09
Q9W503,Q9XYN7,0.767959492
Q9W503,P02516,0.5359
Q9W503,P14318,0.553
Q9W503,Q03334,0.784446272
Q9W503,P18824,0.7010482
Q9W503,P07207,0.773853128
Q9W503,M9NFI9,0.21
Q03372,Q8SZ53,0.29748
Q03372,Q9W503,0.29748
Q03372,P20385,0.98327056
Q03372,P19109,0.9914285801248
Q03372,Q5BI03,0.29748
Q03372,Q960U5,0.29748
Q03372,Q9VRV3,0.783364
Q03372,Q9VVR6,0.987712928
Q03372,Q9VAU6,0.29748
Q9VWR1,P10987,0.94931630512
Q9VWR1,P10981,0.9320096776
Q9VWR1,P83967,0.8153827
Q9VWR1,Q9VPX2,0.2559
A1Z7G6,Q95RK7,0.09
A1Z7G6,Q9VJ29,0.258
A1Z7G6,Q04688,0.09
A1Z7G6,Q9Y103,0.09
A1Z7G6,M9PBJ1,0.282
A1Z7G6,Q9VVR2,0.24
